text,label,label_str
"Là một khách hàng có giá trị, tôi vui mừng khuyên bạn rằng sau khi xem xét gần đây về mob của bạn, bạn được trao giải thưởng thưởng Å £ 1500, hãy gọi 09066364589",1,spam
Chúng tôi đã cố gắng gọi cho bạn Re trả lời của bạn cho SMS của chúng tôi cho một video di động 750 phút văn bản không giới hạn + Máy quay phim miễn phí Trả lời cuộc gọi 08000930705 ngay bây giờ,1,spam
Freemsg: Fancy a Flirt?,1,spam
Hy vọng bạn không sợ hãi!,0,ham
"Xin lỗi chikku, di động của tôi có một số vấn đề mà tôi đã có thể trả lời u hoặc msg u ..",0,ham
"Né gấp thủ đoạn này: Đối tượng lừa đảo giả danh công an phường hướng dẫn cài đặt ứng dụng Dịch vụ công trực tuyến giả mạo (file .apk). Khi cài đặt, ứng dụng chứa mã độc tự động chiếm quyền điều khiển điện thoại và rút sạch tiền ngân hàng. Nạn nhân nên trình báo cơ quan công an gần nhất.",1,spam
"Thật tuyệt, hãy cho tôi biết trước khi nó khởi động xung quanh & lt;#& gt;",0,ham
Chúng ta đang gặp nhau ở đâu?,0,ham
"Cảnh báo thủ đoạn hack tài khoản Facebook của người thân, sau đó nhắn tin mượn tiền gấp hoặc nhờ chuyển khoản thanh toán hóa đơn. Nhiều người thiếu cảnh giác đã chuyển tiền cho kẻ gian. Cần hết sức cảnh giác để tránh mất tiền.",1,spam
"Liên tục được con trai báo mộng, bà mẹ kinh hãi khi nhìn thấy cảnh tượng khi thăm mộ con
Vì mải chơi đùa mà cậu bé 5 tuổi vô tình rơi xuống cống gần nhà và thiệt mạng khiến ai cũng phải đau xót.
Nạn nhân là một cậu bé 5 tuổi không may thiệt mạng vì rơi xuống cống rãnh thoát nước trước nhà gây xôn xao dư luận Trung Quốc. Được biết, miệng cống thoát nước này không được đậy nắp sau đến 1,5m và chứa đầy nước thải. Vài giờ sau khi cậu bé gặp nạn người nhà mới phát hiện ra thi thể cậu bé.
Sự ra đi của cậu bé khiến cha mẹ đau xót vô cùng. Tuy nhiên, chỉ sau hai ngày được chôn cất, mẹ của cậu bé luôn gặp phải những giấc mộng khiếp sợ. Chị cho rằng con trai đêm nào cũng báo mộng cầu xin.
Người mẹ đau xót vô cùng trước sự ra đi của con trai mới chỉ 5 tuổi.
Chị Kiều Lâm, mẹ cậu bé luôn tự dằn vặt vì không thể cứu được con mình nên cậu bé mới báo mộng cho biết không chỉ một lần. Nghĩ đến điều chẳng lành cho nên sau khi cậu bé qua đời được 4 ngày, vợ chồng anh chị quyết định ra nghĩa trang đào mộ con trai kiểm tra.
Cậu bé liên tục báo mộng khiến người mẹ đau xót không nguôi.
Thế nhưng vừa lật nắp quan tài thì cảnh tượng trước mắt khiến anh chị đau đớn vô cùng. Trước khi được chôn cất cậu bé được đặt nằm ngay ngắn nhưng hiện tại lại giơ một cánh tay lên như đang cầu cứu.
Mặc dù rất đau xót con trai nhưng anh chị cố kìm nén nỗi đau để lo hậu sự cho cậu bé.",1,spam
Double Mins & Double TXT & 1/2 Giá lót giá trên điện thoại di động Bluetooth màu cam mới nhất.,1,spam
"Có :) Từ tuần trước, tôi đang thực hiện cuộc gọi trực tiếp.",0,ham
"K Tôi đã sẵn sàng, & lt;#& gt;",0,ham
ĐÚNG!,1,spam
10 mth di động của bạn?,1,spam
"Thật không may, tôi vừa phát hiện ra rằng chúng tôi phải đón em gái tôi từ sân bay vào tối hôm đó vì vậy đừng nghĩ rằng tôi sẽ đi ra ngoài.",0,ham
"Tunji, Nữ hoàng thế nào?",0,ham
"Theo thông tin từ Tập đoàn Điện lực Việt Nam (EVN), một số khách hàng sử dụng điện nhận tin nhắn với tên người gửi là ""EVN CSKH"". Nội dung tin nhắn có chứa thông tin gồm ""mã số OTP"" giả mạo gồm 6 chữ số, kèm đường link lạ có chứa ký tự ""evn"" nhưng phần cuối tên miền khác lạ. EVN khẳng định đây là thủ đoạn lừa đảo mới bằng tin nhắn OTP giả mạo nhằm lừa đảo, đánh cắp thông tin cá nhân, tài khoản ngân hàng và dữ liệu khách hàng. Với ứng dụng EVN CSKH mới đưa vào thử nghiệm từ ngày 15/6, đại diện EVN cho biết người sử dụng chỉ nhận tin nhắn chứa mã xác thực OTP khi đăng nhập lần đầu hoặc xác thực giao dịch khi dùng ứng dụng EVN CSKH. Đồng thời, tin nhắn OTP thật không gắn kèm theo bất kỳ đường link nào. Để bảo đảm an toàn thông tin, EVN khuyến cáo khách hàng nâng cao cảnh giác trước thủ đoạn lừa đảo bằng tin nhắn OTP giả mạo. Tuyệt đối không nhấp vào các đường link lạ được gửi qua tin nhắn, email, mạng xã hội hoặc các ứng dụng nhắn tin tự xưng là EVN. Người dùng không cung cấp mã OTP, mật khẩu, thông tin tài khoản ngân hàng hoặc dữ liệu cá nhân cho bất kỳ tổ chức, cá nhân nào mạo danh nhân viên điện lực hay EVN. Khách hàng chỉ nên tải ứng dụng EVN CSKH từ Google Play và App Store, kiểm tra kỹ tên ứng dụng, đơn vị phát hành, tránh cài đặt từ các đường link lạ hoặc không rõ nguồn gốc. Người dùng có thể quét mã QR để tải ứng dụng từ các kho ứng dụng chính thức trên iOS và Android. Khi phát hiện tin nhắn nghi ngờ giả mạo, lừa đảo, khách hàng có thể liên hệ Tổng đài Chăm sóc khách hàng các Tổng Công ty Điện lực để được hỗ trợ, xác minh thông tin. Hải My Liên hệ Tổng đài Chăm sóc khách hàng: - Tổng công ty Điện lực miền Bắc: 19006769.
- Tổng công ty Điện lực miền Trung: 19001909.
- Tổng công ty Điện lực miền Nam: 19001006 - 19009000.
- Tổng công ty Điện lực TP Hà Nội: 19001288.
- Tổng công ty Điện lực TP HCM: 1900545454.",1,spam
Nơi nào có thể tải về phim rõ ràng.,0,ham
"Bức vẽ giúp bạn đánh giá mức độ stress của bản thân
Nhìn bức tranh, bạn có thể thấy vòng tròn đang chuyển động một cách chậm rãi. Người khác lại cho biết họ thấy hình ảnh chuyển động rất nhanh và đau đầu khi nhìn chúng quá lâu.
Theo giáo sư thần kinh Yamamoto, Nhật Bản, nếu nhìn thấy hình ảnh không chuyển động, cơ thể bạn đang khỏe mạnh. Khi ảnh di chuyển từ từ, bạn hơi căng thẳng và mệt mỏi. Nếu thấy quả cầu quay liên tục, bạn đang bị stress và có thể mắc vấn đề về tâm lý.
Tiến sĩ thần kinh học Alice Mado Proverbio, Đại học Milano-Bicocca, Italy, người đăng tải bức ảnh này, đảm bảo rằng đây không phải là GIF hay ảnh động. ""Bức ảnh chính xác là một hình ảnh tĩnh 100%"", bà Alice nói.
Bức tranh kiểm tra stress được tiến sĩ Alice Proverbio giới thiệu. Ảnh: BBC
Theo BBC, là người chuyên nghiên cứu về cách thức hoạt động của bộ não con người, tiến sĩ Alice giải thích tâm trí của chúng ta đang bị lừa dối để nghĩ rằng hình ảnh đang chuyển động. Hiệu ứng này được tạo ra trong vỏ não thị giác, có trách nhiệm xử lý mọi thứ con người thấy.
Trong vùng vỏ não thị giác có các V1, V2, V3, V4 và V5. Trong đó, V4 chịu trách nhiệm về màu sắc và hình dạng, ưu tiên nhận thức về hình xoắn ốc và hình cầu; V5 (được gọi là MT) là một khu vực xử lý các chuyển động và những hình ảnh 3D. Hiệu ứng này được kích hoạt bởi độ bão hòa của các tế bào thần kinh V4 khiến tốc độ các nơron V5 di chuyển được hiểu là tín hiệu cảm giác.
""Hai hình ảnh khác nhau chiếu vào võng mạc của mỗi mắt là một tương tác rất phức tạp. Về cơ bản, nó là một ví dụ về sự cạnh tranh trong vỏ não thị giác. Khi một tín hiệu suy yếu hoặc bị ức chế vì bất kỳ lý do gì, các yếu tố khác có thể được biểu diễn ở mức nhận thức cao hơn"", bà Alice nói.
Hiệu ứng diễn ra bên trong não khi nhìn thấy hình ảnh: Ảnh: BBC
Theo tiến sĩ Alice, xem bức vẽ nếu không thấy bất kỳ chuyển động nào, hãy thử nhìn bằng góc mắt khác hoặc có thể do bạn sử dụng màn hình chưa đủ lớn. Hiệu ứng cũng có thể thay đổi tùy vào khoảng cách mà người đó nhìn thấy hình ảnh.
Khi nhìn hình ảnh này quá lâu, vòng tròn dường như chuyển động nhanh hơn khiến bạn đau đầu, chóng mặt. Điều này lý giải vì sao nhiều chuyên gia tâm lý đánh giá mức độ căng thẳng qua cách chuyển động nhanh dần của bức ảnh.
Alice Mado Proverbio tốt nghiệp ngành Tâm lý học thực nghiệm của Đại học Rome La Sapienza, Italy. Các nghiên cứu của bà đã nhận được rất nhiều tài trợ bao gồm Quỹ khoa học châu Âu, Hiệp hội Tâm lý học nhận thức châu Âu và Quỹ James McDonnel về Khoa học thần kinh nhận thức...
Cẩm Anh",1,spam
Dunno dat wat anh ấy nói với tôi.,0,ham
"Choáng! Cơ trưởng đeo khăn quàng quẩy banh nóc trên sân khấu trường!!!
Xót xa hình ảnh thầy trò lội bùn băng rừng đến trường ở Nghệ An
Sau lũ, nhiều học sinh vùng cao và giáo viên ở Nghệ An phải đối mặt với thiếu thốn vì giao thông bị chia cắt, cơ sở vật chất bị lũ cuốn trôi.
Dưới đây là một số hình ảnh học sinh và giáo viên ở Nghệ An lội bùn băng rừng đến trường:
Xã biên giới Mường Típ, Mường Ải, huyện miền núi Kỳ Sơn, Nghệ An là một trong những nơi đã bị lũ dữ ập đến. Nhiều đoạn đường, bị hàng ngàn khối đất đá sạt lở tràn lấp khiến nơi đây bị cô lập.
Nhiều em học sinh phải lội bùn, băng rừng để đến trường trong hoàn cảnh khó khăn.
Thầy Nguyễn Công Danh, Hiệu trưởng Trường Phổ thông dân tộc bán trú THCS Nập Típ (huyện Kỳ Sơn) cho biết, đến thời điểm hiện tại, các giáo viên của trường mới chỉ vận động được 184/387 học sinh THCS đến trường học và 180/197 học sinh ở bậc tiểu học đến trường học trở lại.
Để đến trường với đoạn đường chưa đến 2km, nhiều em học sinh nơi đây phải trầy trựợt suốt hơn 2 giờ đồng hồ.
Các học sinh và giáo viên ở những nơi lũ đi qua, rất cần được sự giúp đỡ để vượt qua khó khăn này.
Nguồn: https://giadinhvietnam.com/xot-xa-hinh-anh-thay-tro-loi-bun-bang-rung-den-truong-o-nghe-an-d132732.html",1,spam
Mmm ... chết tiệt .... Giáng sinh vui vẻ với tôi,0,ham
Hmm ... Tin xấu ... Hyde Park Plaza $ 700 Studio được thực hiện ... chỉ còn lại 2 phòng ngủ-$ 900 ...,0,ham
Bạn không bao giờ không thể làm gì,0,ham
"""Tội phạm lừa đảo trực tuyến là hiện thân rõ rệt của cái ác. Chúng không phân biệt nạn nhân theo quốc tịch hay đức tin, đánh cắp hàng tỷ USD, lợi dụng tiền mã hóa và buôn người"", Phó giám đốc Cục Điều tra Liên bang Mỹ (FBI) Andrew Bailey ngày 10/6 nói trong cuộc họp báo trực tuyến với các phóng viên quốc tế. Theo FBI, các trung tâm lừa đảo trực tuyến hiện là một trong những mối đe dọa lớn nhất tại châu Á, bên cạnh hoạt động sản xuất và buôn bán ma túy tổng hợp. Nhiều cơ sở được vận hành từ các khu phức hợp lừa đảo quy mô lớn ở Đông Nam Á và có liên hệ với các tổ chức tội phạm xuyên quốc gia. Ông Bailey cho hay các cuộc điều tra của FBI gần đây đã phát hiện những ""mối liên hệ rõ ràng"" giữa các mạng lưới tối phạm gốc Hoa với các ổ lừa đảo hoạt động tại Đông Nam Á và nhiều khu vực trên thế giới. Khi được hỏi về chiến lược đối phó tội phạm lừa đảo trực tuyến xuyên biên giới, ông Bailey cho biết Mỹ muốn nhắm mục tiêu toàn bộ ""hệ sinh thái"" đang dung dưỡng mô hình tội phạm này và những kẻ cầm đầu đứng sau, thay vì chỉ tiến hành các chiến dịch triệt phá từng khu lừa đảo riêng lẻ. ""Chúng tôi ưu tiên điều tra những cá nhân và trung tâm lừa đảo lớn nhất, sử dụng thông tin tình báo để nhận diện mạng lưới ngầm đang dung dưỡng và hưởng lợi từ hoạt động lừa đảo toàn cầu"", ông nói với VnExpress. Ông thừa nhận việc triệt phá từng cơ sở lừa đảo riêng lẻ vẫn cần thiết, nhưng đó chỉ là một phần trong chiến lược lớn hơn nhằm thu thập chứng cứ để bóc gỡ các tổ chức tội phạm lớn hơn, trong đó có những đơn vị phát triển ứng dụng cho mục đích lừa đảo, cũng như những đường dây tuyển dụng theo hình thức ""việc nhẹ lương cao"", để rồi đẩy nạn nhân vào xiềng xích nợ nần. Bộ Tư pháp Mỹ và FBI hồi tháng 10/2025 công bố cáo trạng đối với Chen Zhi, còn được gọi là Vincent, chủ tịch kiêm nhà sáng lập tập đoàn Prince Holding ở Campuchia, cáo buộc ông này điều hành các trại lao động cưỡng bức trên khắp quốc gia Đông Nam Á để tiến hành những vụ lừa đảo tiền điện tử. Theo Bộ Tư pháp Mỹ, tập đoàn Prince Holding thực chất là bình phong cho ""một trong các tổ chức tội phạm xuyên quốc gia lớn nhất châu Á"". Cơ quan này cũng tiến hành vụ tịch thu tài sản lớn nhất trong lịch sử khi thu giữ khoảng 127.271 Bitcoin của Chen Zhi, có tổng giá trị gần 15 tỷ USD theo tỷ giá hiện hành. Chen Zhi bị giới chức Campuchia bắt và bị dẫn độ về Trung Quốc hồi tháng 1. Phó giám đốc FBI nhận định các tổ chức tội phạm đứng sau hoạt động lừa đảo toàn cầu đang nắm giữ nguồn lực tài chính, công nghệ và cơ sở hạ tầng khổng lồ, lợi dụng các lỗ hổng quản trị và những công nghệ mới nổi để mở rộng hoạt động ra quy mô toàn cầu, ""như thể đã có một cuộc cách mạng công nghiệp về lừa đảo"". ""Những tổ chức mafia của thế kỷ 20 có lẽ phải ghen tị với số tiền, nguồn lực, công nghệ và hạ tầng mà các tổ chức lừa đảo sở hữu. Đây là loại hình tội phạm có tổ chức với quy mô lớn chưa từng thấy trên thế giới"", ông nói. Bailey cho hay FBI sẽ tiếp tục phối hợp với các cơ quan thực thi pháp luật trong khu vực Đông Nam Á để truy vết dòng tiền, chia sẻ thông tin tình báo và nhắm tới các đầu mối quan trọng đứng sau mạng lưới lừa đảo xuyên quốc gia. Một trong những cơ chế ứng phó tiêu biểu là mô hình Lực lượng Chống Trung tâm Lừa đảo (SCSF), được thành lập hồi tháng 11/2025 với đầu mối chủ lực tại Thái Lan và đang có nhiều đối tác khu vực. Ông cho biết giới chức Thái Lan hồi tháng trước đã phối hợp với FBI bắt một nghi phạm bị truy nã với cáo buộc lừa đảo công dân Mỹ. Tuần trước, cảnh sát Thái Lan cũng bắt thêm 63 người bị cáo buộc tham gia vào các trung tâm lừa đảo. Ông cho rằng với khả năng điều tra trên quy mô toàn hệ thống, FBI có thể nhận diện, làm suy yếu và cuối cùng là triệt phá các mạng lưới tội phạm thay vì chỉ xử lý những ổ nhóm riêng lẻ. ""Chúng tôi muốn xác định và nhắm tới những tổ chức tội phạm xuyên quốc gia hoạt động mạnh nhất, gây thiệt hại lớn nhất, bằng cách tập trung vào các tác nhân đe dọa chủ chốt và những mắt xích then chốt trong hệ sinh thái tội phạm"", Bailey cho biết. Theo Viện Hòa bình Mỹ, các băng nhóm lừa đảo ở Đông Nam Á chiếm đoạt hơn 43 tỷ USD từ các nạn nhân mỗi năm. Văn phòng Liên Hợp Quốc về Ma túy và Tội phạm hồi tháng 4/2025 cảnh báo ngành công nghiệp lừa đảo trực tuyến đang lan rộng khắp thế giới, gồm cả Nam Mỹ, châu Phi, Trung Đông, châu Âu và một số đảo ở Thái Bình Dương. Thanh Danh",1,spam
Dịch vụ khách hàng annoncility.,1,spam
"Cảm ơn cho đơn đặt hàng nhạc chuông của bạn, số tham chiếu x49.",1,spam
NGHIÊM TÚC.,0,ham
Bạn có muốn một video mới Phone750 bất cứ lúc nào bất kỳ mạng nào,1,spam
Tôi muốn một số vòi nước!,1,spam
Bạn sẽ không tin điều đó nhưng đó là sự thật.,1,spam
LÀM TỐT!,1,spam
Không có cuộc gọi..Messages..missed cuộc gọi,0,ham
Nhiều món ăn truyền thống của Việt Nam tiếp tục được các tạp chí ẩm thực quốc tế vinh danh trong danh sách những trải nghiệm văn hóa không thể bỏ qua tại khu vực Đông Nam Á. Chi tiết xem tại cổng thông tin chính thức.,0,ham
"Xin lỗi, đó là rất nhiều thứ bạn bè, tôi vừa mới nói chuyện với anh chàng thực sự muốn mua",0,ham
Thanx rất nhiều ...,0,ham
Nhưng xin vui lòng không chơi trong cuộc sống của người khác.,0,ham
"Khách hàng Orange, bây giờ bạn có thể yêu cầu nâng cấp điện thoại camera miễn phí của bạn cho lòng trung thành của bạn.",1,spam
"Không phải là tôi biết, hầu hết mọi người ở đây vẫn ra khỏi thị trấn",0,ham
"Vụ chạy thận chết người: Cựu giám đốc bệnh viện bị truy tố từ 3-12 năm tù
Hòa Bình:
Ngày 5/12/2018, VKSND tỉnh Hòa Bình đã hoàn tất bản cáo trạng của vụ án chạy thận làm chết 9 người xảy ra tại Bệnh viện Đa khoa (BVĐK) tỉnh Hòa Bình ngày 29/5/2017.
Theo nội dung bản cáo trạng, bị can Trương Quý Dương – Giám đốc BVĐK tỉnh Hòa Bình, với vai trò là người đứng đầu bệnh viện đã không thực hiện đầy đủ nhiệm vụ được giao, buông lỏng trong công tác quản lý, chỉ đạo, điều hành, thiếu kiểm tra thường xuyên đối với cấp dưới, để cho cấp dưới có những vi phạm nghiêm trọng trong một thời gian dài.
Bị can Trương Quý Dương.
Bị can Dương là người ký quyết định số 175 về việc thành lập Đơn nguyên lọc máu, theo điều 2 của quyết định 175, theo trả lời của Bộ Y tế và Bệnh viện Bạch Mai thì Đơn nguyên lọc máu, khi hoạt động phải có đầy đủ thành phần, nhân lực cần thiết theo quy chế công tác khoa lọc máu nhưng từ khi thành lập Đơn nguyên lọc máu, bị can không bố trí kỹ sư, kỹ thuật viên hoặc cũng không phân công ai làm nhiệm vụ của kỹ sư, kỹ thuật viên để “Kiểm tra chất lượng nước, chất lượng dịch lọc trước, trong và sau khi lọc máu” theo quy định; Từ năm 2014 đến năm 2017 không có quyết định giao người phụ trách Đơn nguyên lọc máu.
Trương Quý Dương đã không chỉ đạo Phòng Vật tư thiết bị y tế xây dựng và ban hành quy định vận hành, bảo quản và kỹ thuật an toàn sử dụng máy; cụ thể là vận hành, bảo quản và kỹ thuật an toàn sử dụng hệ thống RO; Hệ thống RO số 2 thực tế không được giao cho cá nhân quản lý và sử dụng theo quy chế quản lý và sử dụng vật tư thiết bị y tế ban hành kèm theo quyết định 1895 của Bộ Y tế, dẫn đến Đơn nguyên lọc máu tùy tiện sử dụng hệ thống RO sau sửa chữa không chờ kết quả xét nghiệm nước.
“Là người ký các hợp đồng, thanh lý hợp đồng sửa chữa hệ thống RO nhưng bị can Trương Quý Dương không sâu sát trong kiểm tra, không phát hiện Đơn nguyên lọc máu thường xuyên sử dụng hệ thống RO ngay sau sửa chữa, không chờ kết quả xét nghiệm chất lượng nguồn nước để kịp thời chỉ đạo, chấn chỉnh” – nội dung cáo trạng cho biết.
Phó giám đốc bệnh viện buông lỏng quản lý, thiếu kiểm tra đôn đốc
Bị can Hoàng Đình Khiếu – Phó Giám đốc, phụ trách 13 khoa, phòng, trong đó có phòng Vật tư thiết bị y tế và kiêm Trưởng khoa Hồi sức tích cực của BVĐK tỉnh Hòa Bình, với vai trò và trách nhiệm được giao, bị can là người chịu trách nhiệm về chất lượng nước sử dụng trong lọc máu nhưng đã buông lỏng trong công tác quản lý, thiếu kiểm tra đôn đốc, giám sát đối với cấp dưới để xảy ra tình trạng trong một thời gian dài tại Đơn nguyên lọc máu sau khi sửa chữa, bảo dưỡng hệ thống lọc nước RO đều tùy tiện đưa vào sử dụng khi chưa có kết quả xét nghiệm chất lượng nước, chưa nghiệm thu.
Bị can Khiếu là người ký duyệt sửa chữa ngày 20/4/2017, biết rõ nội dung sửa chữa là “Tẩy màng RO và các đường ống của hệ thống”, biết ngày 28/5/2017 sửa chữa RO số 2 và Đơn nguyên lọc máu không có kỹ sư, kỹ thuật viên kiểm tra chất lượng nước, chất lượng dịch lọc trước, trong và sau khi lọc máu nhưng bị can đã không triển khai các biện pháp để đảm bảo chất lượng.
Bị can Hoàng Đình Khiếu.
Ngoài ra, với trách nhiệm theo quy định, bị can Khiếu đã thiếu kiểm tra đôn đốc việc thực hiện nhiệm vụ của lãnh đạo phòng Vật tư thiết bị y tế, không sát sao trong việc kiểm tra, giám sát việc bàn giao hệ thống RO số 2 sau sửa chữa giữa phòng Vật tư thiết bị y tế và Đơn nguyên lọc máu; không phối hợp cùng Trưởng phòng Vật tư thiết bị y tế để kiểm tra an toàn sử dụng RO số 2 sau sửa chữa nên không phát hiện Đơn nguyên lọc máu sử dụng hệ thống RO số 2 sau sửa chữa khi chưa có căn cứ đảm bảo an toàn, chưa nghiệm thu, chưa bàn giao đưa vào sử dụng.
Bị can Trần Văn Thắng – Trưởng phòng Vật tư thiết bị y tế BVĐK tỉnh Hòa Bình, trong quá trình thực hiện nhiệm vụ, trách nhiệm được giao đã buông lỏng, không sâu sát trong công tác quản lý, thiếu kiểm tra đôn đốc, nhắc nhở cấp dưới trong một thời gian dài; không làm hết trách nhiệm trong việc tham mưu, đề xuất với giám đốc ban hành văn bản quy định cụ thể đối với việc quản lý, sửa chữa, sử dụng các thiết bị y tế nói chung và hệ thống RO nói riêng.
Bị can Trần Văn Thắng biết ngày 28/5/2017 sửa chữa hệ thống lọc nước RO số 2 nhưng đã không kiểm tra, đôn đốc việc thực hiện nhiệm vụ của Sơn, dẫn tới Sơn bỏ mặc Bùi Mạnh Quốc thực hiện việc sửa chữa, bảo dưỡng hệ thống lọc nước RO số 2, khi chưa lấy mẫu nước để xét nghiệm theo tiêu chuẩn AAMI đã bỏ mặc cho Đơn nguyên lọc máu sử dụng hệ thống lọc nước RO số 2 không đảm bảo an toàn cho người bệnh. Sáng ngày 29/5/2017, trong buổi giao ban, Sơn báo cáo với bị can là đã sửa xong hệ thống lọc nước RO số 2, nhưng bị can không phối hợp cùng Trưởng khoa Hồi sức tích cực kiểm tra an toàn sử dụng đối với hệ thống RO số 2 để đảm bảo an toàn cho bệnh nhân.
“Bị can Thắng với vai trò là Trưởng phòng Vật tư thiết bị y tế đã không xây dựng quy trình quản lý chất lượng, bảo dưỡng, sửa chữa dẫn đến việc bàn giao sau sửa chữa không rõ ràng” – cáo trạng cho biết.
Bị can Trần Văn Sơn là Kỹ thuật viên trường Cao đẳng y, được tập huấn tại Bệnh viện Bạch Mai và được cấp chứng chỉ về quản lý và bảo dưỡng trang thiết bị y tế. Từ năm 2015, Sơn là viên chức hợp đồng dài hạn công tác tại phòng Vật tư thiết bị y tế Bệnh viện Đa khoa (BVĐK) tỉnh Hòa Bình. Trần Văn Sơn được Trần Văn Thắng – Trưởng phòng giao nhiệm vụ quản lý, sửa chữa thiết bị y tế của Đơn nguyên Lọc máu; là người lập đề nghị mua sắm, sửa chữa, thay thế phụ tùng và trực tiếp trao đổi với Bùi Mạnh Quốc (Giám đốc Công ty TNHH xử lý nước Trâm Anh) sửa chữa, bảo dưỡng hệ thống RO số 2 tại Đơn nguyên lọc máu ngày 28/5/2017. Trong quá trình Quốc thực hiện sửa chữa RO số 2, Sơn đã không có mặt, không theo dõi, giám sát việc sửa chữa; chỉ trao đổi với Bùi Mạnh Quốc qua điện thoại vào chiều 28/5/2017.
Từ trái qua phải: Bị cáo Hoàng Công Lương, Trần Văn Sơn, Bùi Mạnh Quốc.
""Sơn biết rõ Quốc chưa lấy mẫu nước đi xét nghiệm, nhưng sáng ngày 29/5/2017 khi có mặt tại Đơn nguyên lọc máu Sơn vẫn để mặc cho Đơn nguyên lọc máu đưa hệ thống RO số 2 vào sử dụng, dẫn đến hậu quả đặc biệt nghiêm trọng"" - cáo trạng cho biết.
Với các tài liệu, chứng cứ có trong hồ sơ, đủ căn cứ truy tố bị can Trương Quý Dương, Hoàng Đình Khiếu, Trần Văn Sơn, Trần Văn Thắng về tội “Thiếu trách nhiệm gây hậu quả nghiêm trọng” quy định tại Khoản 2, Điều 285 BLHS năm 1999, với khung hình phạt từ 3-12 năm tù.
Nguyễn Dương",0,ham
Dunno lei anh neva nói ...,0,ham
1Apple/day = Không có bác sĩ.,0,ham
"Đối tượng lừa đảo giả danh công an phường hướng dẫn cài đặt ứng dụng Dịch vụ công trực tuyến giả mạo (file .apk). Khi cài đặt, ứng dụng chứa mã độc tự động chiếm quyền điều khiển điện thoại và rút sạch tiền ngân hàng. Nạn nhân nên trình báo cơ quan công an gần nhất.",1,spam
Ya vừa mới.,0,ham
Ì đã nhận được những gì để mua cho chúng tôi sau đó Ì_ không cần phải vào lại.,0,ham
"Nhận 3 Lions England Tone, Trả lời Lionm 4 Mono hoặc Lionp 4 Poly.",1,spam
"Nghĩ lại một chút suy nghĩ: 'Tốt hơn là tán tỉnh, tán tỉnh n tán tỉnh, thay vì yêu ai đó và bị tổn thương, tổn thương và tổn thương ... :-) Chúc ngủ ngon",0,ham
Dip's Cell đã chết.,0,ham
Ở đâu @,0,ham
"'Thần dược' mùa đông
 Đây chính là ""thần dược"" mùa đông giúp chữa bách bệnh mà nhiều người đang thờ ơ!
 
 Su hào hay xu hào (từ tiếng Pháp: chou-rave, danh pháp hai phần: Brassica oleracea nhóm Gongylodes) là một giống cây trồng thân thấp và mập của cải bắp dại, được chọn lựa vì thân mập, gần như có dạng hình cầu, chứa nhiều nước của nó. Su hào được tạo ra từ quá trình chọn lọc nhân tạo để lấy phần tăng trưởng của mô phân sinh ở thân, mà trong đời thường được gọi là củ. Nguồn gốc tự nhiên của nó là cải bắp dại.
 
 Mùi vị và kết cấu của su hào là tương tự như của thân cải bông xanh hay phần lõi của cải bắp (cả hai loại này là cùng loài với su hào, nhưng khác nhóm giống cây trồng), nhưng nhẹ hơn và ngọt hơn, với tỷ lệ phần cùi thịt/vỏ cao hơn. Ngoại trừ nhóm giống Gigante, thì các giống su hào trồng vào mùa xuân ít khi có kích thước trên 5 cm, do chúng có xu hướng bị xơ hóa, trong khi đó các giống trồng vào mùa thu lại có thể có kích thước trên 10 cm; giống Gigante có thể có kích thước lớn hơn mà vẫn giữ được chất lượng tốt để ăn.
 
 
 Giúp thai nhi phát triển tốt hơn
 
 Các vitamin và khoáng chất có trong su hào như selen, axit folic, kali, magiê… giúp bổ sung dưỡng chất cho quá trình mang thai tốt hơn, hoạt động não bộ, hệ thần kinh của trẻ khỏe hơn.
 
 Tăng cường hệ miễn dịch: Su hào là một trong những thực phẩm giàu vitamin C nhất. Thời tiết giao mùa, cơ thể có khả năng nhiễm một số bệnh như sốt, cảm cúm, ho, viêm họng…
 
 Nên bổ sung lượng su hào trong bữa ăn giúp tăng cường hệ miễn dịch, tăng khả năng phòng tránh bệnh tốt hơn.
 
 
 Bài thuốc chữa bệnh từ su hào
 
 Chữa viêm loét dạ dày, hành tá tràng: củ su hào 30g, lá cây thuốc bỏng (sống đời) 30g. Hai thứ giã nhỏ, thêm nước, vắt lấy nước cốt uống.
 
 Hoặc thường xuyên ăn su hào, dùng su hào chế biến các món ăn khác nhau cũng có tác dụng hỗ trợ trị liệu.
 
 Chữa âm nang (tinh hoàn sưng to): Dùng su hào, thương lục thái lát, giã nhuyễn đắp ngoài.
 
 Chữa đờm tích: Dùng lá su hào nấu với dầu vừng, ăn và uống cả nước.
 
 
 Giảm cân, chữa béo phì: su hào chứa nước và chất xơ, ít chất béo hòa tan, không cholesterol nên là thực phẩm lý tưởng của người bị béo phì hoặc muốn giảm cân, phòng chống bệnh tim mạch và đột quỵ.
 
 Thanh Thu (TH)/Khoevadep",1,spam
